symbol,current_price,return_12m,return_1m,momentum_score,ma_200,avg_volume_50,trend_ok,name,theme,passes_filters,rank
NET,212.11000061035156,0.7665528537474866,0.17851986690483201,0.5880329868426546,198.70805015563965,4755486.22,True,Cloudflare,cloud-growth,True,30
RTX,203.0399932861328,0.611641939007024,0.043672186436855887,0.5679697525701681,168.944341506958,6511723.86,True,RTX,defense,True,31
ROST,209.83999633789062,0.649191253649035,0.09104140976516484,0.5581498438838701,161.92563102722167,2567359.48,True,Ross Stores,consumer,True,32
MS,154.3699951171875,0.41478585803170387,-0.1322165627812666,0.5470024208129705,157.4274903869629,7403769.28,False,Morgan Stanley,financials,True,33
HPE,21.579999923706055,0.4446993770845755,-0.09970794568679398,0.5444073227713695,21.903720836639405,17733873.38,False,Hewlett Packard Enterprise,ai-infrastructure,True,34
ADI,307.2699890136719,0.4920508160944801,-0.05206021511855341,0.5441110312130335,259.5953964996338,4156146.2,True,Analog Devices,semiconductor,True,35
FDX,353.1300048828125,0.4857523578723426,-0.03638632672629316,0.5221386845986358,264.9537528991699,1864655.12,True,FedEx,transport,True,36
ON,57.689998626708984,0.3460102147729711,-0.14381120542740067,0.4898214202003718,54.522050037384034,8959442.84,True,ON Semiconductor,semiconductor,True,37
BA,204.75999450683594,0.32909254674601307,-0.15594213447434702,0.4850346812203601,219.15764999389648,7490852.52,False,Boeing,aerospace,True,38
JNJ,242.0399932861328,0.49996193909934394,0.020879777550448342,0.4790821615488956,190.0406410217285,8957863.7,True,Johnson & Johnson,healthcare,True,39
DELL,149.91000366210938,0.6674996666953226,0.1896674956011859,0.47783217109413667,129.65623359680177,8204951.74,True,Dell Technologies,ai-infrastructure,True,40
DAL,57.939998626708984,0.25647262014588645,-0.21974982469749083,0.4762224448433773,60.19638912200928,9839682.86,False,Delta Air Lines,travel,True,41
WMT,125.33000183105469,0.44704549010101235,-0.010812905684182028,0.4578583957851944,107.10670501708984,33012588.96,True,Walmart,consumer,True,42
EXPE,227.64999389648438,0.40154974645926966,-0.055461255334420145,0.4570110017936898,222.46137657165528,2849510.36,True,Expedia,travel,True,43
NOC,736.2999877929688,0.5141001255794739,0.07833311433324308,0.43576701124623085,587.4732597351074,1015275.08,True,Northrop Grumman,defense,True,44
XOM,153.52999877929688,0.4547929079123707,0.01954832911685611,0.4352445787955146,117.9751879119873,20808480.68,True,Exxon Mobil,energy,True,45
NUE,165.6699981689453,0.29615272168399653,-0.13709050768872388,0.4332432293727204,149.84680309295655,1775496.06,True,Nucor,materials,True,46
HAL,34.84000015258789,0.4515479689550357,0.02906488707448296,0.4224830818805527,25.904225301742553,14526015.8,True,Halliburton,energy-services,True,47
MAR,316.30999755859375,0.2963354248022356,-0.11807113974470396,0.4144065645469396,287.2348385620117,1667603.7,True,Marriott International,travel,True,48
CSCO,77.73999786376953,0.3124915912674253,-0.09908451687383502,0.41157610814126033,71.64547101974487,23253002.48,True,Cisco,networking,True,49
UAL,86.52999877929688,0.13765450377036137,-0.2563595881280957,0.39401409189845704,98.58750007629395,6400909.82,False,United Airlines,travel,True,50
EMR,132.17999267578125,0.2136871204096349,-0.17936830134963677,0.39305542175927166,135.66401359558105,3503827.02,False,Emerson Electric,industrial,True,51
LMT,652.8300170898438,0.4303560167912226,0.04242729203141016,0.38792872475981244,496.30546630859374,1887916.78,True,Lockheed Martin,defense,True,52
CSX,39.220001220703125,0.3488208774463093,-0.03791776088251941,0.3867386383288287,35.38274146080017,13900507.14,True,CSX,transport,True,53
VMC,263.80999755859375,0.18232418015614793,-0.1999582048946733,0.38228238505082124,287.85934921264646,1183350.66,False,Vulcan Materials,materials,True,54
GD,355.2300109863281,0.37090978384826667,-0.010032538306863348,0.38094232215513,327.1641775512695,1390025.5,True,General Dynamics,defense,True,55
JPM,282.8900146484375,0.259887232173013,-0.11119135436279692,0.37107858653580994,298.7984063720703,11141136.86,False,JPMorgan Chase,financials,True,56
SHOP,126.16999816894531,0.35739647457117374,-0.008409302992678613,0.36580577756385235,140.14419982910155,12394123.46,False,Shopify,growth,True,57
LYFT,12.949999809265137,0.132983330140513,-0.2314540346535242,0.3644373647940372,17.71547501564026,16417829.66,False,Lyft,transport-tech,True,58
XLK,137.83999633789062,0.3310814360148018,-0.03304108462317645,0.36412252063797823,136.96679286956788,19975533.56,True,Technology Select Sector SPDR Fund,etf,True,59
AXP,301.8900146484375,0.19465380174460467,-0.16880505368387988,0.36345885542848455,334.1107893371582,3639829.86,False,American Express,financials-growth,True,60
HLT,294.260009765625,0.27207626353079184,-0.09051918148243032,0.36259544501322216,276.7088690185547,2030843.58,True,Hilton Worldwide,travel,True,61
BAC,47.130001068115234,0.2166134438878229,-0.144314245775523,0.3609276896633459,50.0466169166565,41903682.54,False,Bank of America,financials,True,62
TT,421.82000732421875,0.27179434803991254,-0.0835374602509461,0.35533180829085864,421.2962135314941,1648606.02,True,Trane Technologies,industrial,True,63
NSC,291.260009765625,0.27563376483729973,-0.07668410684837834,0.3523178716856781,281.56526054382323,1259079.86,True,Norfolk Southern,transport,True,64
SCHW,91.23999786376953,0.2744942444249845,-0.07760093740787777,0.35209518183286226,94.6581784439087,10854412.72,False,Charles Schwab,financials,True,65
PSX,174.08999633789062,0.46080588247382415,0.11576637949952873,0.3450395029742954,132.43692821502685,2763692.38,True,Phillips 66,energy,True,66
CEG,301.54998779296875,0.453056451576733,0.11364631741905007,0.33941013415768295,328.8386548614502,3877791.66,False,Constellation Energy,utilities-growth,True,67
TJX,155.7899932861328,0.3579939812467774,0.01918226465559769,0.3388117165911797,141.52454727172852,5401588.66,True,TJX Companies,consumer,True,68
XLI,165.24000549316406,0.2873555224835529,-0.049853360855481865,0.33720888333903476,154.91659614562988,13030467.58,True,Industrial Select Sector SPDR Fund,etf,True,69
WFC,75.25,0.14273916504647177,-0.18126431289630762,0.3240034779427794,83.25811408996582,16927230.62,False,Wells Fargo,financials,True,70
ETN,348.6400146484375,0.24673913624719845,-0.07349684781332255,0.320235984060521,353.4279084777832,2946915.1,False,Eaton,industrial-growth,True,71
GILD,145.2100067138672,0.3044619490929268,-0.013719955663179073,0.31818190475610586,121.15973903656005,7345994.78,True,Gilead Sciences,biotech,True,72
IWM,247.41000366210938,0.24628802177763576,-0.07044634709204156,0.3167343688696773,239.1780516052246,42090974.08,True,iShares Russell 2000 ETF,etf,True,73
QQQ,597.260009765625,0.2728775835650832,-0.023239016825568837,0.296116600390652,589.783095703125,63431126.06,True,Invesco QQQ Trust,etf,True,74
XLE,57.5099983215332,0.3602875534676102,0.07334819627051048,0.28693935719709973,45.36612369537354,58279876.78,True,Energy Select Sector SPDR Fund,etf,True,75
MRK,115.91000366210938,0.26958233172424073,-0.010584702071007701,0.28016703379524843,92.63002712249755,12262311.1,True,Merck,healthcare,True,76
CRWD,441.5400085449219,0.33901443076549476,0.06809548585837089,0.27091894490712387,468.8748503112793,3909543.18,False,CrowdStrike,cybersecurity-growth,True,77
CDNS,290.32000732421875,0.2393596897512007,-0.029030075838733294,0.268389765589934,322.9069500732422,2586684.44,False,Cadence Design Systems,chip-design-software,True,78
DDOG,127.16000366210938,0.2471557944675815,-0.01935678678398456,0.26651258125156607,139.0434006500244,6095707.46,False,Datadog,cloud-growth,True,79
DE,585.8300170898438,0.24888445048760977,-0.012773556896121363,0.26165800738373113,502.3586813354492,1642402.68,True,Deere,industrial,True,80
NEE,91.7300033569336,0.2759429860005589,0.016794842499248563,0.2591481435013103,78.57175132751465,9825141.1,True,NextEra Energy,utilities-growth,True,81
SLB,44.560001373291016,0.1457608229528482,-0.10924537702933879,0.255006199982187,38.008632535934446,20209247.08,True,Schlumberger,energy-services,True,82
SPY,666.0599975585938,0.2121917348071798,-0.03765242695261439,0.24984416175979418,656.0283779907227,83525811.24,True,SPDR S&P 500 ETF Trust,etf,True,83
HON,233.39999389648438,0.21264946046734412,-0.03608627928129926,0.24873573974864338,207.9007512664795,4405885.16,True,Honeywell,industrial,True,84
TRGP,238.16000366210938,0.3452984146512903,0.09720817442569007,0.24809024022560022,176.0323567199707,1432031.36,True,Targa Resources,midstream,True,85
RBLX,56.29999923706055,0.028310488348137763,-0.21740342887928288,0.24571391722742064,102.14149990081788,12560265.14,False,Roblox,growth,True,86
TXN,190.0500030517578,0.10551119893183136,-0.1397338193601655,0.24524501829199685,187.90932411193847,8039349.56,True,Texas Instruments,semiconductor,True,87
CVX,196.97000122070312,0.3358905268656931,0.09128076993276713,0.24460975693292597,154.9213018798828,12202678.84,True,Chevron,energy,True,88
KMI,33.36000061035156,0.317668195813114,0.0757820175467463,0.2418861782663677,27.667634696960448,14317913.86,True,Kinder Morgan,midstream,True,89
MRVL,87.66999816894531,0.3097505450796143,0.06901592348836627,0.24073462159124803,79.44601530075073,16762462.58,True,Marvell Technology,semiconductor,True,90
LLY,977.25,0.1946771596953567,-0.044994106390829125,0.23967126608618583,883.8731353759765,3140724.72,True,Eli Lilly,healthcare-growth,True,91
ZM,74.94000244140625,0.024470278580843052,-0.2110748065403486,0.23554508512119166,81.8864500427246,4221832.56,False,Zoom Video,software,True,92
AAPL,255.75999450683594,0.1631710670904878,-0.06547792549152276,0.22864899258201055,244.944647064209,48490214.34,True,Apple,mega-cap-tech,True,93
PCAR,116.81999969482422,0.14415948408239299,-0.07827051734564505,0.22243000142803804,103.58508682250977,3342769.6,True,Paccar,industrial,True,94
AAL,10.550000190734863,-0.0794066181835067,-0.3013245083303765,0.2219178901468698,12.954449992179871,65502923.3,False,American Airlines,travel,True,95
DIA,467.4800109863281,0.14446305015570293,-0.06742299005726704,0.21188604021296997,462.09651992797853,6841049.7,True,SPDR Dow Jones Industrial Average ETF Trust,etf,True,96
SNOW,177.25,0.18245501812630205,-0.02919269239566913,0.21164771052197118,217.89810012817384,6217569.32,False,Snowflake,data-ai,True,97
LOW,239.4499969482422,0.04988075888808918,-0.15885064933603066,0.20873140822411984,244.68740760803223,2820968.64,False,Lowe's,consumer,True,98
CME,311.19000244140625,0.24064771390387096,0.03869220056504763,0.20195551333882333,270.17551353454587,2291734.94,True,CME Group,exchange,True,99
VZ,50.630001068115234,0.24559389382324892,0.06836889048735717,0.17722500333589175,41.84660371780396,32507593.08,True,Verizon,telecom,True,100
FANG,177.00999450683594,0.2571060652395405,0.07992034273625048,0.17718572250329,147.43471672058106,2693985.78,True,Diamondback Energy,energy,True,101
COP,120.26000213623047,0.3036276859629554,0.12740351759315116,0.17622416836980426,94.07744915008544,9274868.08,True,ConocoPhillips,energy,True,102
AMGN,367.7900085449219,0.18952772807597973,0.015599886235555527,0.1739278418404242,310.4849743652344,2753675.92,True,Amgen,biotech,True,103
IBM,247.67999267578125,0.019630323958387486,-0.15108313550323038,0.17071345946161787,276.6478960418701,5921838.08,False,IBM,software,True,104
ITW,265.6199951171875,0.06854441350305152,-0.09729823239698387,0.1658426459000354,256.37296257019045,1502904.52,True,Illinois Tool Works,industrial,True,105
MMM,149.10000610351562,0.02919650060773815,-0.13642946934088995,0.1656259699486281,157.14515884399415,4159732.4,False,3M,industrial,True,106
ODFL,176.24000549316406,0.062515092458991,-0.09256963271118002,0.15508472517017102,158.46958164215087,2315274.36,True,Old Dominion Freight Line,transport,True,107
IR,81.16999816894531,-0.01980608049075694,-0.16985955335192826,0.15005347286117132,82.96732173919678,3825046.98,False,Ingersoll Rand,industrial,True,108
NXPI,191.22000122070312,-0.05338749629113959,-0.19186879736853912,0.13848130107739953,219.54909286499023,2916868.0,False,NXP Semiconductors,semiconductor,True,109
PFE,26.860000610351562,0.10849099377082783,-0.027164070388278394,0.13565506415910622,24.526429443359376,46321039.66,True,Pfizer,healthcare,True,110
CB,329.55999755859375,0.1410899537161585,0.01014558638649432,0.1309443673296642,292.9261845397949,1733886.5,True,Chubb,insurance,True,111
XLF,48.83000183105469,0.039899913480403004,-0.08814187625121894,0.12804178973162195,52.612376098632815,54577428.12,False,Financial Select Sector SPDR Fund,etf,True,112
PEP,158.86000061035156,0.08464143085732534,-0.0400714572201758,0.12471288807750114,143.2244075012207,8276006.28,True,PepsiCo,defensive,True,113
DIS,99.43000030517578,0.026860147005997925,-0.09576208500336192,0.12262223200935984,112.2711637878418,11592529.84,False,Walt Disney,media,True,114
ORCL,159.16000366210938,0.11508401794617851,-0.00456561217290441,0.11964963011908292,219.61036613464356,27966586.14,False,Oracle,software,True,115
ARM,115.12000274658203,0.03255901831882735,-0.08598645862699483,0.11854547694582218,138.24007511138916,6048582.2,False,Arm Holdings,ai-semiconductor,True,116
KO,77.61000061035156,0.12471484092067753,0.010415350568752979,0.11429949035192455,70.41466960906982,18713340.78,True,Coca-Cola,defensive,True,117
UNP,244.10000610351562,0.0507910817658066,-0.06101473301732785,0.11180581478313445,228.71548400878908,3489712.14,True,Union Pacific,transport,True,118
META,638.1799926757812,0.05692881600863986,-0.048514997985271924,0.10544381399391178,691.1537533569336,14793680.5,False,Meta Platforms,mega-cap-tech,True,119
T,27.389999389648438,0.09917704749763567,-0.0007296774124411209,0.0999067249100768,26.41632170677185,44780639.16,True,AT&T,telecom,True,120
MSFT,401.8599853515625,0.06436171790641554,-0.02538961773320958,0.08975133563962512,481.73021911621095,36151821.86,False,Microsoft,mega-cap-tech,True,121
DUK,131.82000732421875,0.15962378546944667,0.07524032160540828,0.08438346386403839,119.69825435638428,4466921.5,True,Duke Energy,utilities,True,122
MCD,323.9100036621094,0.08033411945284463,-0.0007686841558237623,0.0811028036086684,304.8847937011719,3293613.84,True,McDonald's,consumer,True,123
XLV,150.16000366210938,0.04615354195272059,-0.03328396387047294,0.07943750582319353,144.07138858795167,14143337.26,True,Health Care Select Sector SPDR Fund,etf,True,124
ABBV,225.3699951171875,0.09054882415919074,0.013172058279189436,0.07737676588000131,212.08355560302735,6978137.18,True,AbbVie,healthcare,True,125
HD,338.92999267578125,-0.05013468328794002,-0.12442014620987696,0.07428546292193694,371.3393276977539,4202717.1,False,Home Depot,consumer,True,126
DHR,186.25999450683594,-0.08841947982400078,-0.1524004800599047,0.06398100023590392,209.86959838867188,3988720.86,False,Danaher,life-science-tools,True,127
UPS,97.88999938964844,-0.10123411301891871,-0.163815187971581,0.0625810749526623,94.60505374908448,6306230.36,True,UPS,transport,True,128
ORLY,92.9800033569336,0.053351078362286364,-0.004922935278828922,0.058274013641115285,97.00723682403564,6176978.12,False,O'Reilly Automotive,consumer,True,129
AMZN,209.52999877929688,0.06582228334327622,0.012417819781880945,0.05340446356139528,224.68765022277833,51524551.14,False,Amazon,mega-cap-growth,True,130
COST,1003.3200073242188,0.08418009646715374,0.03304060572757539,0.05113949073957835,948.4499417114258,2372301.4,True,Costco,consumer,True,131
WM,238.61000061035156,0.08006484721762619,0.02973415912891353,0.05033068808871266,222.64122032165528,2335192.02,True,Waste Management,defensive,True,132
XYL,120.0199966430664,-0.017316027321546912,-0.06587877016557386,0.04856274284402695,137.01413818359376,1775940.06,False,Xylem,industrial,True,133
TMO,475.8900146484375,-0.07123125930468333,-0.11839565503851557,0.04716439573383224,512.4272354125976,2399315.7,False,Thermo Fisher Scientific,life-science-tools,True,134
TGT,115.75,0.07354888963328943,0.0326522963973046,0.040896593235984824,97.51693862915039,6424998.46,True,Target,consumer,True,135
UBER,72.97000122070312,0.03283792844610778,-0.007210867745535698,0.040048796191643476,87.83710021972657,21072309.82,False,Uber,growth,True,136
XYZ,59.900001525878906,0.08337855912490877,0.04537525869872483,0.03800330042618394,68.39309995651246,8905865.02,False,Block,fintech,True,137
SHW,317.70001220703125,-0.0920107206711156,-0.12682705153488094,0.034816330863765343,344.8015713500977,1775969.82,False,Sherwin-Williams,materials,True,138
SO,97.83999633789062,0.12154242907847324,0.08695452069340526,0.03458790838506798,90.50137268066406,6216260.82,True,Southern Company,utilities,True,139
MA,497.30999755859375,-0.04872302647954785,-0.07972023154030783,0.03099720506075998,558.1574217224121,3966789.98,False,Mastercard,fintech,True,140
LIN,490.4100036621094,0.09825087043004999,0.06850505087444869,0.029745819555601294,453.33574279785154,2648209.66,True,Linde,materials,True,141
OXY,58.40999984741211,0.28943461221922884,0.2683667320102534,0.02106788020897543,43.88666032791138,14768209.24,True,Occidental Petroleum,energy,True,142
SNPS,418.7200012207031,-0.027770018711042566,-0.04281634578504434,0.015046327074001775,492.0451512145996,2257441.54,False,Synopsys,chip-design-software,True,143
CARR,56.4900016784668,-0.1271456628169203,-0.1417501984141013,0.014604535597181001,62.08437738418579,7466503.24,False,Carrier Global,industrial,True,144
ALL,205.02999877929688,0.03713410250556004,0.02444671847741242,0.012687384028147619,201.41693824768066,1730340.4,True,Allstate,insurance,True,145
BRK-B,491.8900146484375,-0.008785864688287126,-0.01680986078298974,0.008023996094702612,491.7276496887207,4940261.5,True,Berkshire Hathaway,quality,True,146
ISRG,479.2699890136719,-0.02926762572167252,-0.032071099825424554,0.002803474103752035,511.64500030517576,1976647.78,False,Intuitive Surgical,medtech-growth,True,147
APD,290.4800109863281,0.00048508309058159504,-0.0009972763294018305,0.0014823594199834256,270.10785308837893,1523483.78,True,Air Products and Chemicals,materials,True,148
BX,102.12000274658203,-0.2355817861920496,-0.23688538964755868,0.0013036034555090614,150.2529155731201,7226606.98,False,Blackstone,alternatives,True,149
SBUX,100.18000030517578,0.033783630580008106,0.033795269408648965,-1.1638828640858634e-05,88.2098143005371,9463718.2,True,Starbucks,consumer,True,150
CMCSA,30.15999984741211,-0.06797541074145597,-0.06654291038366222,-0.0014325003577937423,29.29465310096741,32228420.3,True,Comcast,media,True,151
SYK,337.2099914550781,-0.06833326321049016,-0.06605552059154707,-0.0022777426189430905,372.6633023071289,2010389.76,False,Stryker,medtech,True,152
V,306.5,-0.0702901011190149,-0.06603288704349064,-0.004257214075524263,339.9421620178223,8047590.44,False,Visa,fintech,True,153
ICE,158.61000061035156,-0.04724069446338719,-0.037619058552791684,-0.009621635910595505,167.73417221069337,4005802.34,False,Intercontinental Exchange,exchange,True,154
AMCR,40.33000183105469,-0.17125919473708062,-0.1580617052178942,-0.013197489519186423,43.40319669723511,5773073.08,False,Amcor,packaging,True,155
RSG,225.77999877929688,-0.015343682680818316,0.01214861418433233,-0.027492296865150645,225.78501335144043,1410746.34,False,Republic Services,defensive,True,156
KKR,83.87999725341797,-0.2471308052070138,-0.21618489172843114,-0.030945913478582665,126.07170818328858,7697439.1,False,KKR,alternatives,True,157
ABNB,127.69999694824219,0.018016537490834317,0.06133641349847374,-0.043319876007639424,128.57367481231688,4820007.38,False,Airbnb,growth,True,158
OKE,84.93000030517578,-0.031916644932803884,0.017613242713018673,-0.04952988764582256,74.50858152389526,4771904.48,True,ONEOK,midstream,True,159
MCO,426.4700012207031,-0.031558513999729865,0.02012545119587572,-0.051683965195605586,489.4510299682617,1372829.42,False,Moody's,financial-data,True,160
VRTX,478.1300048828125,-0.02090754706074427,0.031608685486366195,-0.052516232547110464,438.0664988708496,1489061.1,True,Vertex Pharmaceuticals,biotech,True,161
PG,150.5,-0.10680381487798796,-0.053935137869603356,-0.0528686770083846,151.8010577392578,11142712.9,False,Procter & Gamble,defensive,True,162
AIG,76.4800033569336,-0.04304462348161753,0.019733378092448017,-0.06277800157406555,79.320927734375,4844349.86,False,American International Group,insurance,True,163
QCOM,131.14999389648438,-0.123298997506184,-0.05780538561917259,-0.06549361188701142,158.2190135192871,10187069.02,False,Qualcomm,semiconductor,True,164
EOG,133.0399932861328,0.10829392963448603,0.1804791205738172,-0.07218519093933118,112.87747718811035,5286117.42,True,EOG Resources,energy,True,165
CI,265.8800048828125,-0.14585867205273972,-0.07110698902656698,-0.07475168302617274,286.23049667358396,1725606.02,False,Cigna,healthcare,True,166
PANW,168.1199951171875,-0.060414676136388845,0.015769444124075216,-0.07618412026046406,190.22955039978027,10898989.36,False,Palo Alto Networks,cybersecurity-growth,True,167
NFLX,94.30999755859375,0.053625240842446686,0.14718402394930163,-0.09355878310685495,109.21947513580322,51557485.64,False,Netflix,growth,True,168
NKE,54.130001068115234,-0.25187449794940875,-0.13563941894882936,-0.11623507900057939,66.41454774856567,16368299.76,False,Nike,consumer,True,169
FTNT,84.4000015258789,-0.1412291150368009,-0.013211706647323074,-0.12801740838947784,86.75945007324219,6811516.2,False,Fortinet,cybersecurity,True,170
SPGI,419.70001220703125,-0.11870127866119429,0.048857125207155905,-0.1675584038683502,503.4449334716797,2684346.48,False,S&P Global,financial-data,True,171
SMCI,30.899999618530273,-0.2433888466434727,-0.07290735310612251,-0.1704814935373502,41.16130002975464,31326598.06,False,Super Micro Computer,ai-infrastructure,True,172
COIN,193.22999572753906,0.008033769453383632,0.18903453485386024,-0.1810007654004766,285.2944004058838,12337377.44,False,Coinbase,fintech-growth,True,173
ELV,287.8900146484375,-0.3032961894055244,-0.1104757412804307,-0.1928204481250937,330.690965423584,1940647.92,False,Elevance Health,healthcare,True,174
CMG,32.560001373291016,-0.3485393823228087,-0.15296559478366922,-0.19557378753913945,41.38885007858276,17149758.64,False,Chipotle Mexican Grill,consumer-growth,True,175
AON,315.9100036621094,-0.20638619163021443,-0.006322375694293614,-0.20006381593592082,350.9301219177246,1471186.66,False,Aon,insurance-services,True,176
BSX,68.55000305175781,-0.28234918906130724,-0.07676763566656142,-0.20558155339474582,96.78175018310547,15466987.88,False,Boston Scientific,medtech,True,177
ACN,196.0500030517578,-0.395931718733765,-0.18604167335814548,-0.2098900453756195,259.89445747375487,5940797.76,False,Accenture,services-tech,True,178
PGR,205.17999267578125,-0.21115358441863197,0.012734385461703468,-0.22388796988033544,222.43382278442382,3493704.14,False,Progressive,insurance-growth,True,179
MMC,170.8800048828125,-0.2542419067362206,-0.025436246995713674,-0.22880565974050693,194.52203636169435,2816926.52,False,Marsh & McLennan,insurance-services,True,180
TMUS,214.3699951171875,-0.15053313010715808,0.0800821077395002,-0.23061523784665827,220.368515625,6160363.96,False,T-Mobile,telecom,True,181
NVO,38.02000045776367,-0.49983369132688726,-0.22597717254663585,-0.2738565187802514,55.682966537475586,25404876.98,False,Novo Nordisk,healthcare-growth,True,182
INTU,435.1300048828125,-0.2533229687103805,0.032606349834459536,-0.28592931854484005,648.7895777893067,4152502.78,False,Intuit,software,True,183
CRM,199.27999877929688,-0.2760115842457185,0.030136996242054792,-0.30614858048777327,242.6522599029541,12412489.78,False,Salesforce,software,True,184
AJG,204.2100067138672,-0.36689941193973785,-0.03643635354086472,-0.33046305839887313,275.39629570007327,2459959.88,False,Arthur J. Gallagher,insurance-services,True,185
NOW,112.97000122070312,-0.30127408251902155,0.060950391239323,-0.36222447375834455,167.67942962646484,19428054.9,False,ServiceNow,software,True,186
ROP,346.7799987792969,-0.38299200108944254,-0.0059052791543960925,-0.37708672193504644,475.36872802734376,1715559.42,False,Roper Technologies,industrial-software,True,187
LULU,158.19000244140625,-0.5047586381834676,-0.1241833312044357,-0.38057530697903186,198.72319931030273,2518714.88,False,Lululemon,consumer-growth,True,188
DOCU,46.47999954223633,-0.4153459177077191,-0.02393950892941188,-0.39140640877830724,68.95564994812011,4651876.58,False,DocuSign,software,True,189
ADBE,269.7799987792969,-0.3778997451895547,0.019307005298345725,-0.39720675048790044,340.28614936828615,5412464.78,False,Adobe,software,True,190
PYPL,44.36000061035156,-0.3439663586031193,0.0724104082768664,-0.4163767668799857,63.528706855773926,25075492.62,False,PayPal,fintech,True,191
UNH,277.04998779296875,-0.41391178463933687,0.02190119372233168,-0.43581297836166855,310.10419525146483,9693634.64,False,UnitedHealth Group,healthcare,True,192
